time,vibration,speed,load
0,-0.41058353731184444,1479.7446517507685,0.6568253197517533
1,-0.03755448497856605,1497.339833469203,0.7089070168016345
2,-0.18324150313695048,1479.577454668337,0.721806536255753
3,0.37362177658121853,1495.7843956731738,0.7549184103002164
4,-0.7788903176489921,1449.8857874579717,0.6732394199995104
5,0.6569591294949555,1514.7610882826004,0.7813921727128706
6,0.8099524424262227,1510.0628229460112,0.6265838172948507
7,0.35987452476088816,1487.1739833529473,0.7401793622908694
8,1.1572412541312265,1533.1188697902603,0.7569336364925827
9,1.5942295333632976,1543.1176092956546,0.8224644412514712
10,-0.026450820694912183,1468.4061393343513,0.8011315426338433
11,0.5034716939687487,1495.3863262518662,0.738649654310191
12,0.6748717025592939,1496.8209204795694,0.7683073941676438
13,0.33119817995028705,1493.3164926159554,0.8357980786873378
14,1.4493490086771568,1548.0067890135101,0.8298727541785438
15,1.021519641372406,1518.9065753868117,0.8124651507555221
16,0.9316488738973054,1518.3738864997683,0.8245872756198799
17,0.13040780514612693,1467.7698928535426,0.8902375921493586
18,1.4935748502609751,1548.512505121051,0.8359187702315287
19,0.29739646682646403,1493.823495070564,0.8633295513876311
20,1.5605345084491316,1534.3369103540538,0.9817019101609148
21,1.3073623214291072,1542.3836514639515,0.8070171729934774
22,1.9610338892775967,1576.3905722099537,0.7901169549497873
23,0.18283513467797113,1497.7990708360155,0.9258955685393707
24,-0.7903061487046938,1447.9549292535125,0.8562791501943254
25,1.2038652358571171,1545.5154863426108,0.8772732888706827
26,1.9328556689921907,1595.4574961951762,0.8565717012402054
27,1.8030144845905736,1580.034534186503,0.8845476610806519
28,1.058625449365365,1550.5611063977062,0.9788312846784717
29,0.6267207444976876,1530.907999845793,0.9398323298818206
30,1.3312957349795946,1571.2364980825173,0.9431111755943488
31,0.537238345725433,1519.161543197856,0.8289145541612825
32,1.1153460865511218,1563.9825555029513,0.8413466922460111
33,0.9119010465113688,1566.158023954894,0.7555837351447561
34,1.5809938205581424,1584.0799455441747,0.8551604790926234
35,2.3479798011208897,1636.320249676041,0.9410203245770966
36,1.1376865446443853,1566.536247489658,0.9160586290464492
37,0.26644836762429946,1540.7041584698443,0.8756404221518341
38,0.6825782607476528,1556.3905850048643,0.8815940773426175
39,-0.12099934393439811,1505.2452130470394,0.8437570277089033
40,0.6736438020173979,1538.61019210552,0.8834430248769769
41,0.8265576719848337,1548.2811313087475,0.9060280275631155
42,0.7005256489323767,1545.9184074840252,0.7810090595044659
43,1.2002920423993368,1567.2661227470787,0.8704115766832615
44,0.5282470605716484,1539.0497954704697,0.8952507086432122
45,1.8435252288819826,1598.35227956973,0.820666341789141
46,1.3236871678509183,1565.6981486782422,0.8688611518778009
47,1.692835177286148,1566.3546896226494,0.9665968004335951
48,1.393249739915849,1557.7093925447737,0.81233991080915
49,1.4694702398109385,1573.08486132861,0.8285931595032716
50,2.2380916006251113,1594.0349802427843,0.7630971458169303
51,1.2304396325463518,1544.090627932182,0.7998606580780119
52,1.4046771428949067,1551.1527916662396,0.8043609098642752
53,1.8834685004585143,1562.5451599558533,0.7814157069225669
54,1.3609495656952446,1532.0100364930852,0.7108186328895466
55,1.769457939238832,1548.5059008197632,0.7620818975867767
56,1.8115167226369342,1559.46242592074,0.8146921350994336
57,2.727629325328566,1600.613794292442,0.7537186812337725
58,2.520373343072833,1582.859399029409,0.7690050521071227
59,2.5790633139703676,1581.3578069600248,0.6986165927479573
60,2.814722052414635,1601.6114601686515,0.7374950119711856
61,2.2715946909029645,1572.4644061505833,0.7034962006622375
62,2.422988128943434,1588.7669508416793,0.6315487708621077
63,2.1507160444055575,1574.3900003023157,0.6846391572318976
64,2.6228638038416907,1585.8471827118417,0.6088328286644326
65,2.185129257137568,1560.769048330357,0.6165921772352563
66,0.8508749462195891,1505.4184653100021,0.6476630164896292
67,2.3577097472132365,1574.8513081000513,0.6431886237599461
68,3.1017720832226083,1621.8242307200373,0.5591910481309834
69,2.662759062133723,1607.155638172406,0.6619011886112345
70,2.758140415077232,1608.523676167197,0.6286003139150236
71,2.9877937766264884,1616.803350394147,0.5558357712164503
72,1.9619514573406238,1582.5018660031049,0.5055637097190465
73,2.2284852827333075,1585.8492976300765,0.5668906928359609
74,1.0192338477418335,1561.452897814957,0.5438766930351703
75,1.6477362092352728,1570.5178143191886,0.5642356666153416
76,1.9961832692762802,1598.4555891711218,0.5332152018467428
77,2.1561956068606247,1616.046359522973,0.4441979646713553
78,1.3734802472667809,1575.6587500038318,0.5187792542099525
79,0.7965716617176386,1566.213750794418,0.5169849308574994
80,1.2832733441989663,1579.5775903951599,0.5584779704818152
81,1.6181255467149334,1597.4053785730316,0.48688871143177387
82,0.5643029407542235,1535.8261421530328,0.6012246421401082
83,-0.41369753071585225,1509.994254371523,0.4177018871679717
84,0.6348226776365871,1562.0668745735477,0.5753470716311004
85,0.1886888338217021,1541.6304352812797,0.495598886198281
86,0.8258448276485861,1562.6421063004334,0.5473497234704165
87,0.9039984196181435,1573.0532433257663,0.5064524060839091
88,0.606033511152449,1563.4555530731222,0.5580733977276188
89,1.8513955671000468,1620.1595858366877,0.48090599482144464
90,1.0923326058859502,1585.886864241682,0.44506897874110934
91,1.2915853543761862,1584.5643404073232,0.5712993074126383
92,1.2048517824291012,1593.6487734806533,0.49542158863223823
93,0.23887347772392317,1540.217125337637,0.513540255562183
94,1.5977039810457776,1604.922405749688,0.5661080755554786
95,0.7374974626761802,1570.8107080153443,0.4552170726374646
96,1.5406365193021117,1592.5005827145178,0.5395632416229321
97,0.5012351487671977,1539.5012238279485,0.483789176877415
98,0.23739128650016228,1524.2835233580154,0.5106824406892612
99,1.6825283993927551,1594.64122414426,0.5254126434315408
100,1.2461721589785595,1580.5743180856807,0.45178382617076546
101,0.7024473310746283,1541.3675941821152,0.49332403426989335
102,0.8484676913169572,1541.4563416019203,0.6057502457456674
103,2.0109848361697846,1600.396742789251,0.5888803671378454
104,0.7343155230283103,1530.0095799446765,0.5482390560381594
105,2.5672414062221414,1614.0015481476748,0.570734816688335
106,1.2813153473509629,1536.7037714024998,0.5514617534464055
107,2.024596499776564,1581.8472343543185,0.6419650910814315
108,1.4296487560131652,1551.7825051495936,0.5724253206517972
109,1.963156251427427,1578.655227384611,0.6026642976037369
110,1.0279784658593778,1543.1281659747658,0.6573015072071032
111,1.4760690616330514,1553.4337030115441,0.5703333258097952
112,1.6649973866284893,1558.3853896324958,0.6965921306096846
113,1.280809974724133,1525.907443567625,0.5518033396037709
